,Unnamed: 0,rating,header,review
904,1,Оценка:1,Не выполняют действия договора и подписанных в банке заявлений, приехать банк неделя платёжный день полный досрочный погашение ипотека том приложение сообщать заявление частичный досрочный погашение договор месяц подавать один заявление отделение волгоградский проспект проверить никакой заявление заполнить заявление место дата платёж пройти сей пора досрочный погашение осуществить план деньга счёт достаточно это проблема горячий линия сказать мочь мол снова ехать разбираться банк детский сад потенциально переплата процент отличный отношение клиент помимо сам приложение постоянно тупить создание любой досрочный платёж выдавать ошибка колл центр никак синхронизировать отделение заказывать справка готовый срок запись делать факт сидеть час отделение свинство 
905,1,Оценка:1Не засчитана,Банк  ужас, россельхозбанк объяснять толком свой клиент понятно обратиться представитель банка помощь разблокировать карта толком объяснить банк ужас объяснить мочь клиент оставаться тупик остаться недовольный обслуживание тупик знать разблокировать карта 
906,1,Оценка:1,Опасный банк, май год число мина прийти россельхозбанк год тверь ул горький снять свой деньга уйти банка час мина час минута стояние огромный очередь крохотный помещение разгар пандемия банк принять решение работать час клиент банка маленький стать второе нормальный условие работать пять окно физ лицо условие пандемия оптимизироваться два возрасти нагрузка сотрудница следствие ошибка глюк программа очередь касса час мина входной дверь закрытый практически остаться клиент зал обратиться заведовать который провести касса операционистка число олесь анатолий забыть передать расходник касса смотреть залом спрятаться уголок клиент повторять сбой программа взять два талон клиент зараза беречь закончиться визит пока знать точно знать один работать 
907,3,Оценка:3,Работа не организована, записаться подача заявка сельский ипотека горячий линия банка записаться смоленский офис специально перезванивать дважды уточнять действительно достаточно наличие подтвердить запись госуслуга паспорт снилс свидетельство брак рождение ребёнок подача заявка кредит уверить достаточно назначить день немного заранее прийти офис банка попасть очередь час запись никто слышать запомнить момент вернуться он поздний попасть специалист отстоять очередь получить отказ формулировка это москва сайт говорить документ трудовой ндфл принять благо электронный трудовой предоставить её физически невозможно именно это сподвигнуть сотрудница оставить ожидание самый отправиться начальница консультация чудо вернуться сказать начальница сказать принять документ начаться двухчасовой процесс заполнение анкета сотрудница говорить программа висеть поделать неприятно выдержать дать подпись анкета подчеркнуть пункт согласие добровольный страхование жизнь печально прийтись указать момент сотрудница отправиться перепечатывать анкета ещё минута документ заполнить подписать пришлый предварительный одобрение банка получение копия анкета заявление очень удивлённый адрес объект строительство анкета указанный владимирский область адрес мой регистрация свердловский область год смоленск должный смоленский область вопрос сотрудница ответить неделя смоленский область пропасть программа комментарий самый неприятный происходить подача анкета процесс подача который занять уйма время сила почитать отзыв портал звонить горячий линия банка узнать отправлять мой заявка вообще работа напомнить регламентный срок рассмотрение рабочий день сегодня май заявка сотрудник горячий линия видеть говорят уровень кц почему видный обратиться отделение банка отделение который вернуться момент запись телефон начало отзыв позвонить спросить вчера запись приходить подать документ это вообще решить отделение ситуация извинить правый рука знать делать левый идеальный кредитный история задумать большой дело строительство дом другой банка пока работать госпрограмма сельский ипотека вынужденный обратиться рсхб надеяться написание данный правдивый отзыв получить отказ кредитование уважаемый сотрудник банка ваш бизнес процесс работать слово просить разобраться ситуация сообщить принять заявка отправить её работа рассмотреть короткий срок также навести порядок сотрудник место который возможно вообще отправлять заявка который клиент отказаться страхование жизнь это предположение спасибо внимание быть держать курс статус заявка комментарий 
908,1,Оценка:1Не засчитана,Перевод моих собственных денег с моего счета на мою карту, банк просто чудо развлекаться человек деньга банкомат май работать май мочь перевести деньга свой счёт карта выполнение операция произойти ошибка повторить поздний хотя это ремонтный работа идти час час пытаться дозвониться оператор банка бот гонять круг нажать нажать сё снова выводить интернет банк который день работать пока человек сидеть дом карантин готовый принять любой доставка кругом скидка самый время приобрести товар скидка копеечный доставка дом нооооо деньга рсхб выкусить возместить упустить выгода почему мочь распорядиться свой собственный деньга хотеть потратить нерв 
909,1,Оценка:1Не засчитана,Ипотечные каникулы, добрый вечер хотеться обратиться жалоба й год являться клиент россельхоз банка добросовестно плач ипотека связь сложиться ситуация пандемия остаться муж заработок работать ип совместно соответственно другой доход обращаться лично банк го март подать заявка отсрочка платёж проконсультироваться программа подходить ип сайт заяление оставить раз промежуток неделя отписка ковид подходить сумма кредит превышать параметр подать следом реструктуризация сайт тишина лично менеджер собрать отправить почта озвучить перечень документ ждать ровно неделя приходить ответ дополнить документ подкоректировать общий целый месяц пытаться подать отсрочка люба программа госсподержка издеваться никто понимать данный время попасть налоговый мфц общий вывод сотрудник банка лично телефон горячий линия смочь проконсультировать предоставить перечень документ ипотечный каникулы реструктуризация мы простой смертный действительно снег голова весь этот ситуация платить действительно нечего 
910,1,Оценка:1Проблема решена,Не дозвониться, возникнуть вопрос исполнительный лист решить сказать звонить напрямую офис контакт центр дать номер офис один течение день дозвониться никто раз ответить контакт центр предлагать ехать лично это тот вопрос который решить дистанционно время самоизоляция москва считать бесчеловечный отношение данный банка человек 
911,1,Оценка:1Не засчитана,Невозвожно получить поддержку, возникнуть сложность вход интернет банк получить поддержка прояснить возникнуть вопрос сервис специалист горячий линия банка невозможно звонок включаться автоответчик который чередовать воспроизводить один тот фраза конечный итог весь сводиться пользоваться сервис самообслуживание 
912,1,Оценка:1Проверяется,Необоснованное включение в выписку по КК процентов к уплате, необоснованно включить выписка апрель текущий процент уплата фактически платёж продукт льготный период никакой процент уплата должный попытка дозвониться контакт центр привести циклический общение робот круг поговорить оператор минута безуспешный попытка вызвать такой опция получиться 
913,1,Оценка:1Проблема решена,Навязывание страхования!, мы март оставить заявка сельский ипотека риэлтор год казань идти одобрить подобрать квартира согласовать минсельхоз позвонить менеджер банка назначить день сделка май указать обязать застраховаться банка сайт горячий линия указывать застраховать ипотека люба аккредитовать страховой компания банка причём страхование жизнь необязательно сотрудник упрямо твердить это обязательно возражение отвечать случай отказ быть переподавать заявка пытаться выйти руководящий состав ответ причём итог поставить факт страховаться банка это последний слово знать поступить идти такой человек сделка обман чистый вид 
914,2,Оценка:2,Нет возможности оформить дебетовую карту JCB Panasonic Instant Issue, поскольку раздел вопрос удостоить свой ответ писать сюда год барнаул один отделение россельхозбанк возможность оформить дебетовый карта сегодня обойти отделение приёмный директор единый справочный служба просто никто отвечать звонить несколько день рабочий время указанный оф сайт банка сотрудник отвечать карта наличие несколько месяц просить принять мера предоставить возможность оформить данный карта ближний время 
915,1,Оценка:1Проблема решена,Без списаний и переводов в интернет-банке с карты пропали 14 т.р., столкнуться впервые ситуация карта пропасть денежный средство размер рубль телефон вести точный учёт денежный поток сегодня обнаружиться значительный расхождение покупка смс увидеть остаток денежный средство доступный использование иб проверить мочь исчезнуть средство подтвердить зарезервированный подтвердить платёж данный списание это списать мошенник оплатить либо подтверждаться довольно просто сегодня доступный думать средство карта перевести сбербанковский карта перевод успешно пройти отображаться зачисление иб один перевод платёж совершить рубль остаток карта составлять рубль значит остаток счёт зона установленный кредитный лимит минимум рубль естественно смочь оплатить превышение кл терминал выдать недостаточно средство оплата сегодня пойти банк написать заявление выходной администратор выйти май факт мой заявление сразу рассмотреть деньга запланировать покупка бытовой техника факт исчезновение никуда минимум день естественно доставлять положительный эмоция просить разобраться ситуация 
916,1,Оценка:1Проблема решена,Синхронизируйте горячую линию с сотрудниками офиса!, добрый день хотеться оставить отзыв столь чудесный банка россельхоз весь молодая семья мы необходимый ипотека наш счастие данный банк предлагать очень выгодный ставка кредит решить попробовать муж оставить сайт запрос мы перезвонить очень любезный девушка очень простой ситуация долго уточнять деталь сотрудник ответить достаточно зарегистрировать гос услуга иметь паспорт снилс сказка давно перестать верить ипотека документ уверить достаточно ещё уточнить маленький ребёнок такой время лишний ехать людный место категорически хотеться повториться необходимость ипотека ставка сделать свой дело записать товарищ время икс муж простоять час ожидание принять ссылаться живой очередь записывать специалист курс мы пообещать девушка телефон смочь подать заявка справка куча остальной документ смысл господин серьёзно хотя время эпидемия думать голова делать свой план привлечение клиент ужасный отношение человек 
917,1,Без оценки,Чемпион некомпетентности, прийти сегодня единственный отделение год медвежьегорск предвещать вежливый девушка вход маска попросить обождать пара минута менеджер один прождать минута пригласить внутрь нужный дебетовка мир сказать менеджер взять паспорт распечатать анкета заявление далее везде расписаться спросить получить карта прямо сказать девушка маска убежать кассовый помещение пять минута вернуться сообщить подождать минута буквально якобы касса зависнуть она никак невозможно говорить погулять пока позвонить развиснуть прийти час мина жена начало нервничать этот девушка присесть подождать ждать понимать происходить касса три клиент заходить весь ждать касса развиснуть тётка маска бегать зал туда сюда бумажка похожий мой анкета терять терпение достаточно громко насколько позволять маска спрашивать я получать ответ довольный тётка средство защита получить ответ открыть счёт карл полтора часы хватить этот видимо местный начальница довольно говорить уверить мочь открыть счёт собрать уничтожить свой анкета выйти это долг просить лишь дебетовый карта открыть слово прописка москва это выбить супер специалист привычный колея сей случай открывать карта разный регион кредитный число проблема 
918,1,Оценка:1,Даже по предзаказу не выдали мне своих денег!, редко найти отделение москва который работать коронавирус выбрать краснопрудный заказать май гл май деньга отделение заказ принять тип ок утром май позвонить гл попросить подтвердить заказ наличие деньга ответить ваш заявка принять проблема чувствовать подвох попросить позвонить непосредственно отделение уточнить ответить звонить необходимость приходить отделение получать ок взять отгул поехать весь город обстановка коронавирус отделение краснопрудный попросить закрыть вклад выдать деньга отметить заявка деньга подавать гл отойти сотрудник приходить говорить мочь выдать часть тыща мотивировать заявка оформить выходной отделение сегодня один день выходной работать мой попытка объяснить мало волновать работать отдыхать заявка принять именно сегодня обещать выдать деньга том далее успех привести консультация сотрудник какой свой начальство что привести позвонить гл найти подтвердить мой заявка сказать идти управлять объяснить ситуация колл центр ответить сам позвонить управлять президент вопрос решить передать трубка сотрудник отделение поговорить вернуть трубка девушка колл центр говорить понимать это отделение работать один день выходной поэтому мочь выдать заказать сумма мол ошибка принять заявка день итог час проторчать пытаться донести подвергать риска окружающий итог равно выдать деньга проклясть день отдать добровольно это банка свой деньга 
919,1,Оценка:1Проверяется,"Блокировка счёта, отсутствие уведомления", здравствовать уважаемый банк россельхозбанк просьба объяснить причина блокировка расчётный счёт обоснование причина также отсутствие запрос предоставление документ связь сложный экономический ситуация отсутствие возможность распоряжаться денежный средство привести неисполнение обязательство контрагент готовый предоставить любой информация запрос банка почему банк никак уведомлять счёт банк клиент находиться блок операция он провести информация блокировка получить сформировать платёжный поручение банк клиент выскочить окошко сохранение платёжка работа компания заблокировать никакой уведомление почта телефон какой другой способ связь согласно фз банк заблокировать счёт обязать проанализировать документ предоставить клиент 
920,5,Оценка:5Не засчитана,Спасибо за качественное обслуживание, добрый день спасибо сотрудник россельхозбанк быстрый качественный обслуживание обратиться отделение банка обмен валюта рубль необходимый деньга крупный сумма обмен получаться обращаться день другой банка отказать пришлый россельхозбанк тельман пасибо сотрудник отказать очень быстро войти положение обменять валюта получить тот необходимый сумма который необходимый качественный дружелюбный общение быстрый решение мой вопрос очень довольный обслуживание 
921,5,Оценка:5Не засчитана,Отличный сервис. Правда, сегодня май приехать забирать вклад возникнуть вопрос безналичный перевод год два замечательный девушка операционист б далее год плата потратить час время выяснять весь возможный канал судьба перевод весь разобраться весь решить спасибо чуткость терпение просить поощрить девушка 
922,1,Оценка:1Проблема решена,Нет внятной информации о получении кредитных каникул, добрый день потерять работа сокращение связь сложиться ситуация мочь найти новый работа обратиться россельхозбанк взять ипотека земля кредитный каникулы сумма остаток кредит мой положение безработный стоять биржа труд соответствовать требование получение кредитный каникулы первое обращение апрель предоставить форма заявление предоставление каникулы сказать нужно отправить почта вместе копия документ подтверждать работать сделать апрель приходить письмо банка правильно заполнить заявление форма прикладывать ссылка новый форма заявление банка понадобиться день понять приложить я заявление форма повториться заполнить соответствие форма предоставить сотрудник банка среди прочее запросить документ подтверждать доход год месяц обращение банк мочь предоставить понимать смыть быть сотрудник банка школьный скамья знать делить ноль процент сокращение мой доход планировать рассчитывать доход равный нуль работать какой основание запрашивать документ сверхнеобходимый какой информация планировать получить подтверждение снижение мой доход являться статус безработный фиксироваться трудовой книжка служба занятость справка служба занятость далее апрель сразу заполнить новый форма заявление сеять день я никто связаться проинформировать мой дальнейший действие банка приходить никакой подтверждение получить заявление письмо получаться клиент должный сидеть надеяться письмо дошлый примерно месяц рассмотреть забывать сообщить течение день подтвердить мочь претендовать кредитный каникулы смочь получить данный услуга день пройти благодаря расторопность банка говорить успевать заявка куча безработный готовый работать любой условие почему взять новый человек который ускорить работа банка повысить ваш клиентоориентированность 
923,1,Оценка:1Проверяется,Хуже сервиса не встречала, добрый день честно говорить ожидать ужасный сервис получить переход ипотека банк пожалеть это сделать сравнить втб абсолют банк открытие ипотека перейти недавно пара месяц назад регулярно вынудить посещать банк обслуживаться дистанционно просто невозможно один месяц смочь иб оформить заявление досрочный погашение оказаться ый платёж иб сделать прийтись идти офис следующий платёж повезти заявление досрочный погашение иб исполниться очередной платёж должный четверг попытаться оформить заявление чдп иб результат иб глюконуть заявление сформироваться попытка повторно это сделать иб выдать сообщение повторный оформление невозможно обратиться отделение банка далее оценить работа кц решить позвонить уточнить сформироваться заявление го раз дозвониться банка ожидать минута течение минута формулировка минута звучать трубка банка решить позвонить следующий день утро выходной май дозвониться течение минута слава бог сказать заявление видеть нужно обратиться отделение банка написать заявление чдп май отделение работать пошлый туда следующий день кц оформить заявка тот поддержка судить отсутствие сторона тот поддержка какой либо ответ туда писать вообще бесполезный май пошлый офис это период самоизоляция мало офис сотрудник находиться маска очень удивить гос банк оформить заявление чдп сказать платёж списать ый раб день май сегодня май платёж списать деньга чдп лежать счёт списаться ответить кц результат предложить прийти банк оформить финансовый претензия период самоизоляция банк оформить претензия дистанционно нужно идти банк просить принять мера пересчитать платёж зачесть ден средство чдп процент начисляться учёт чдп ближний время быть принять мера быть вынудить обращаться цб 
924,1,Оценка:1Проблема решена,Неклиентоориентированные специалисты, впервые столкнуться такой отвратительный отношение клиент муж подать заявка ипотека сайт банка течение час мы позвонить контакт центр уточнить момент заявка пригласить определённый день время предоставление документ прислать офис назначить время сотрудник офис сообщить наш заявка неверный проконсультировать условие программа именно подходить указанный программа ипотека хотя сотрудник контакт центр сообщить иной задать тот самый вопрос сотрудник уверить условие который выставить сайт корректный должный обращать внимание том формулировка неверный демонстративно позвонить вышестоящий руководство ростов якобы высококвалифицированный специалист подтвердить слово сотрудник находиться полный обескураживание позвонить сотрудник свой сотовый телефон горячий линия задать вновь вопрос который вызвать разногласие подача заявка сотрудник контакт центр представиться ольга ответить наш вопрос строго информация который указать сайт сотрудник офис сказать контакт центр предоставлять неверный информация вечером день обратиться сайт банка обращение конкретизировать действие сотрудник дать конкретный ответ действие запрашивать мы информация банк полностью проигнорировать наш просьба очень жаль банк стремиться привлечь клиент помимо отталкивать поведение сотрудник незнание продукт 
925,1,Оценка:1Проверяется,Приключения продолжаются, добрый утро мой приключение россельхозбанк продолжаться решить вопрос увеличить ставка вчера оплатить ой увеличить платёж решить сделать небольшой частично досрочный погашение платить ипотека ставка часть деньга частичный списаться часть остаться висеть счёт именно р статус заявление приложение отказать соотвественный пролежать просто заплатить банка часть деньга досрочный списаться банк перестать я издеваться прошлое год несколько списывать деньга досрочный погашение оставить это внимание совокупность это очередной показать закончиться ипотека никакой отношение это банк иметь быть хотеть отметить момент заключение договор год допустить один просрочка терять клиент идеальный платёжный дисциплина это бесполезный просить решить вопрос ставка разобраться списание досрочный погашение сделать ближний дата 
926,1,Оценка:1Не засчитана,"""Помощники"" в оформлении сельской ипотеки", добрый день хотеть рассказать работа офис служба безопасность банка ул фабричный заинтересовать сельский ипотека выбрать несколько вариант недвижимость обратиться офис работать официально часть зарплата получать конверт честно сообщить сотрудник банка предложить принести справка форма банка сделать заявка отправить рассмотрение директор позвонить вежливый сотрудник служба безопасность расспрашивать сфера деятельность предприятие уровень мой доход звонок минута затем спустя неделя я связаться операционист сообщить ипотека отказать смотреть отказ обратиться кредит наличный государственный банк течение день выдать том р добавить сумма иметься сбережение вклад рсхб обратиться крупный риэлторский фирма подбор жильё начинаться самый интересный риэлтор предложить некий услуга заключаться риэлтор обеспечивать положительный решение сельский ипотека скромный плата том р причём предоплата ничто рисковать поэтому согласиться оформление риэлтор происходить совершенно другой сценарий предварительный сбор справка сразу поехать офис фабричный послать операционный зал кабинет ждать сотрудник бейджик кабинет ещё несколько стол объяснить ранее получить отказ сотрудница позвонить сотовый пересказать мой история предложить легенда который работать совместительство ржд получать том р пояснить ржд никто звонить верность указать телефон гис который позвонить ответ пропищать факс такой дать заявка вновь уйти рассмотрение предупредить брать трубка служба безопасность неделя перезвонить риэлтор сообщить требоваться подтверждать документ поехать банк сотрудница оформлять мы заявка отсутствовать ожидать около получас коридор риэлтор постоянно названивать мы выйти высокий мужчина борода костюм переброситься несколько фамилия договориться встретиться кафе дорога чашка чай пересказать мой история объяснить назначить заявка нужный человек нужно правильно ответить вопрос счёт документ сказать переживать риэлтор мужчина выйти риэлтор вернуться сообщить нужно добавить тысяча сказать посоветоваться муж общаться этот обманщик самый дело сразу решить подобный заниматься быть просто стать интересно использовать государственный деньга направить благо народ поразить банка совершенно бояться проблема деньга пропихнуть нужный заявка хотеть идти полиция бояться сотрудник длинный рука кредит итог смочь взять 
927,1,Оценка:1Проверяется,А у кого то получилось добраться через тернии автоматизации горячей линии до оператора?!, прежде продукт выводить затестировать голосовой помощник какой стоп слово сделать вопрос решать ваш автоматика свалка 
928,1,Оценка:1Не засчитана,В режим самоизоляции даже карты дебетовые изолированы, заказать банковский карта амурския тигр март мобильный приложение номер карта статус заблокировать появиться личный кабинет начало апрель вопрос карта чат мобильный приложение ответить путь скоро май карта сей пора отделение чат тож ответ карта это режим самоизоляция мочь поплнить вклад карта снять призодиться операция делать отделение это нормальный карта готовый 
929,1,Оценка:1Не засчитана,Не начислили проценты по вкладу, обратиться офис россельхозбанк дляпополнение вклад месяц счёт ранее открытый планировать пополнить сотрудница банка х метр оформить приходный ордер пополнение счёт касса далее сотрудница сообщить открыть вклад личный кабинет заверить весь корректно мой просьба распечатать бумажный договор вклад ответить открытие личный кабинет положить ранее никакой проблема возникать являться клиент данный банка год довериться представитель банка истечение месяц планировать забрать денежный средство обратиться заранее апрель год заказать сумма офис сначала сообщить никакой вклад поиск апрель год оказаться деньга разместить обычный счёт вклад закрытый просить компенсировать сумма процент который должный поступить счёт нона поступить причина некомпетентный действие сотрудник который открывать вклад 
