rating,header,review
н,Ипотека,в году оформила договор ипотеки в россельхозбанке и оплатила договор страхования кредитный договор от февраля года под договор страхования был был продлен и своевременно оплачен а я узнаю что процентная ставка поднята на и платеж естественно пересчитан в большую сторону прошу разобраться и пересчитать неправомерные проценты
н,Вниманию клиентов Россельхозбанка,внимание если вам скоро исполнится лет и вы клиент россельхозбанка то зайдя в интернет банк на следующий день после своего дня рождения вы не сможете выполнить там никаких операций пока не поменяете паспорт или не возьмёте справку не знаю как называется пока меняется паспорт интересно мне на карту деньги должны поступить их я тоже не смогу снять
1,Увеличена ставка по ипотеке!,при оформлении договора по ипотеке от августа года под процентов годовых был заключен и оплачен договор страхования тл и уплачена страховая премия октября г почему то была поднята процентная ставка на пункт и увеличен платеж соответственно прошу разобраться и пересчитать платеж
1,Неправомерное повышение % ставки по ипотеке,августа заключал кредитный договор страхование жизни и здоровья оплачено в момент получения ипотеки октября года процентная ставка по ипотеке была неправомерно повышена на очень прошу ускорить решение и пересчитать неоправданные проценты так ка подходит срок очередного платежа
1,Обман,решила купить валюту в отделении этого замечательного банка прикинула курс дома пересчитала рубли все упаковала пришла в отделение незадолго до его закрытия в кассе озвучила сумму валюты которую хочу приобрести мне назвали сумму покупки в рублях положила деньги пятитысячными купюрами в лоток деньги все были заранее посчитаны и пересчитаны дома получилась такая приличная стопка тысячных купюр кассир переводит лоток к себе за стекло вытаскивает стопку иии лёгким движением руки смахивает все деньги на пол упс ой простите я нечаянно ах как нехорошо получилось начинает их собирать с пола и о чудо тысяч рублей не хватает аяяй как не хорошо позвали главного менеджера или как его там просмотрели камеры и ничего не нашли меня по понятиям безопасности за стекло не пустили вот так вот хотела позвонить сразу в полицию но банк уже закрывался и сотрудники типа уже все на выход хотели плюнула не стала связываться дело было правда несколько лет назад но осадочек остался
1,Некорректная процедура,открывал вклад через мобильный банк деньги списали с текущего счета в субботу а вклад открыли только в понедельник т е два дня своих денег я вообще не видел на своих счетах и проценты мне за них не начислялись считаю такую процедуру открытия вклада некорректной вклад должен открываться числом списания денег с текущего счета а не в ближайший рабочий день либо списывать деньги с текущего счета только в рабочие дни чтобы клиент всегда видел свои деньги на своих счетах
1,Обслуживание и отношение к клиентам,решил заняться рефинансированием ипотеки выбрал привлекательную ставку рсб сейчас даёт на мои условия все узнал по телефону сказали подъехать в банк и тут началось самое интересное вошёл в офис ровно в и взял талон номер и посмотрел на табло и увидел что сейчас идёт клиент с номером и обрадовался но напрасно примерно в менеджер освободился и начал разговаривать по телефону и залипать в него же ну ок сделка может была сложная может быть далее он просто взял зонт оделся и ушёл это как на мои вопросы к другим менеджерам мне сказали что нужно его ждать и что ж я сам к нему не подошёл другие мне помочь не смогут а я просто решил выбрать другой банк вот так я начал и закончил общение с этим банком
1,Не работают банкоматы по всему городу,сегодня срочно понадобилось снять определенную сумму наличных со своей дебетовой карты и установить позвонил в кц банка сказали что можно установить только в банкомате банка и не как иначе уточнил где есть банкоматы в моем городе мне оператор сказала что есть банкомата и адреса где они находятся я приехал к ближайшему а зона закрыта поехал в другой конец города к другому банкомату и второй офис и банкомат закрыты закрыты всего банкомата в городе и оба закрыты классно да что за бред что ещё и на двери весит табличка что тоже выходной я конечно все понимаю но такое впервые наличные можно получить в банкоматах партнерах но только в банкомате россельхозбанка очень негативные впечатления о работе банка клиент просто не может воспользоваться банкоматом банка
1,"Отвратительный сервис, испортили кредитную историю!",являюсь клиентом банка с года в году был оформлен кредит и кредитная карта выдана в придачу кредит закрыла досрочно через года картой первое время пользовалась в прошлом году кончился срок действия карту перевыпустили после перевыпуска использовала ее только для погашения задолженности расходный операций не было в связи с чем и знать не знала что пролонгация не прошла тк были раза допущены просрочки опять же по вине банка не правильно сформировали моп пз была техническая и р так вот вчера в субботу за минут до закрытия офиса мне звонят и говорят что у меня текущая просрочка уже дней я отпрашиваюсь с работы чтоб успеть в банк так как впереди выходной и праздничный день оказывается что кредитный договор закончился и я должна была внести всю сумму задолженности уважаемый россельхоз почему вы не считаете нужным оповестить своих клиентов о том что нужно погасить всю сумму задолженности до определенного числа о внесении моп вы пишите ежемесячно о приглашении в банк для получения кредита так же приходят смс каждый месяц а предупредить клиента о том что нужно погасить задолженность ни слова вы издеваетесь специалисты ваши не знают почему не оповестили контакт центр говорит что нужно было читать кредитный договор но эти кредитная карта а не кредит о том что она не была пролонгирована тоже никто ничего не сказал и новый график или договор не выдал позвонили спустя дней в выходной день это нормально вообще в первые два раза вообще никто не позвонил если б не пришла сама на досрочное закрытие и не знала бы что просрочка идёт хоть и техническая но все же кредитная история испорчена настроение и нервы тоже это свинство с вашей стороны хотела ипотеку брать у вас теперь буду обходить ваш банк за километры и никому из знакомых вас больше рекомендовать не буду
1,"Потеряли карту, которая изготавливалась 5 недель",добрый день сентября года карта была заказана октября года пришло о доставке карты в офис ноября года карту закрыли и решили выпустить перевыпустить новую так как доставленную карту не нашли сказали что ждать три недели придётся хотелось бы в это верить ладно больше месяца готовили это можно понять не у всех есть возможности в каждом городе изготавливать карты но потерять это печально
1,Открытая ложь при общении с клиентом и наплевательское отношение к имиджу банка,г я являясь доверенным лицом по вкладу своего отца заявление хотела снять часть вклада который заканчивался через месяц руб и открыть на свое имя в этом банке новый вклад директор филиала м чев р и присутствующий при моем общении с операционисткой пригласил в свой кабинет и стал уговаривать меня вложить деньги в инвестиционное страхование жизни предлагая различные варианты затем он сказал что завтра будет представитель страховой компании которые расскажет более подробно мне позвонили из банка на следующий день я пришла опять в кабинете директора меня уговаривали на исж говорили что я смогу отказаться от договора исж в течении дней если передумаю я опять не согласилась ушла ни в этот день ни в первый я никаких бумаг не подписывала никаких операций со вкладом отца не проводила только в первый день называла сумму которую хочу снять т р они мне звонили по телефону я окончательно отказалась от ижс только г я пришла в офис и сняла деньги со вклада отца и открыла вклад на себя только не т р а т р вклад отца закончился г закрывая вклад я взяла выписку и увидела что со вклада была снята сумма т р затем туда вернулись т р разница между предполагаемой для снятия суммой и снятой для открытия вклада почему эта операция были проведены без моего согласия где эти деньги были на них не начислялись думаю что работники банка воспользовались деньгами вклада моего отца для фиктивного для получения бонусов или денежных премиальных открытия исж на мою претензию по поводу незаконного действия со вкладом моего отца они не согласились уверяли что это нормально что деньги отсутствовали на счету вклада без согласия владельца противно сознавать что в твои деньги залезла рука посторонних людей что на твоих деньгах зарабатывают что к тебе относятся как к дуре не компенсировав ни моральный ни материальный ущерб это неправомерные действия сотрудников банка открытая ложь при общении с клиентом и наплевательское отношение к имиджу банка подозреваю что у них двойная бухгалтерия в компьютере директора отделения он явно понимал неправомерность своих действий и старался сокрыть этот факт я написала жалобу в цб
1,Овердрафт и пошло и поехало,добрый день начну клиентом россельхозбанка являюсь достаточно давно и особо без замечаний есть дебетовая карта и не было ни каких проблем есть пара счетов для заначек пифы я не миллионер так по мелочи закрыл крупный кредит все удобно и хорошо но сегодня залез в личный кабинет и обнаружил что имею на счету карты минус рублей копеек думаю странно чей то в минус у меня падений не было да и функции овердрафта у меня нет значит технический а если технический то это проблема банка и меня должны оповестить об этом его условиях и тд как молвит цб и решил понять что за проблема денег не было особо вчера все потратил около часа я пытался дозвонится в банк дозвонился у меня спросили номер карты несколько цифр мои данные и кодовое слово я пытаюсь им объяснить что при оформлении карты а это делал еще мой работодатель и давно такого не было а слово которым я всегда шифрую все естественно не подходит я пытаюсь как то выяснить почему у меня овердрафт по карте и вообще на каком основании он у меня вылез и что делать но сотрудник колл центра не в какую спрашиваю что делать ответ просто езжайте в свой офис и там разбирайтесь вот такой замечательны банк то есть проблемы созданные банком клиент решает сам за свой счет и за свое время естественно после такого рейтинг россельхоза упал в моих глазах на самое дно зачем им нужен этот колл центр до которого дозвонится проблема и толку от которого нет не понятно по этой причине я как клиент данного заведения сегодня закрою все счета а их два и закрою половину пифов это мои деньги и деньги ваши россельхозбанк в наказание за ваше отношение к клиентам а если так будут делать хотя бы от клиентов которых вы культурно посылаете я думаю ваше отношение изменится умные учатся на ошибках других а вы на своих
1,Банк парализовал полностью работу организации,ооо п к инн зарегистрирована в августе г деятельность грузового транспорта работает на строительстве федеральной автодороге цкад в сентябре банк заблокировал счет мотивируя фз работа организации полностью блокирована деловая репутация утрачена по запросу банка были предоставлены все документы подтверждающие экономический смысл проводимых операций по счету до сих пор не можем распоряжаться деньгами по счету отправлена претензия на имя г на к ва тишина отправили письмо в цб рф за разъяснениями уважаемый банк ваши действия противозаконны изучите гк рф напомню вам что согласно ст фз операции по оплате за грузоперевозки и заем средств у юр лица не входят в перечень фин операций перечисленных в фз мы делали запрос в финмониторинг ооо п к не числится в списке организаций с сомнительными фин операциями и если кому то из ваших сотрудников что то показалось подозрительным это не дает вам право лишать организацию распоряжаться деньгами организации если вы ссылаетесь на на фз дайте в письменной форме ответ какая операция ооо п к по вашему мнению считается сомнительной хочу заверить вас что в дальнейшем мы будем предпринимать все для того чтобы добиться справедливости уважаемые предприниматели и владельцы малого и среднего бизнеса прочитав этот отзыв вы поймете какое отношение складывается у банка к своим клиентам
1,Поручительство,вначале управляющая банка обманул меня при выдачи ипотеки на покупку дома что с меня снимут поручительство как только у заёмщика дом будет введён в эксплуатацию и станет имущественным залогом поручительства управляющая банка получила хорошую благодарность от заёмщика так как оформила ипотеку человеку который в лет не работал ни одного дня в жизни через лет у банка начались проблемы с заемщиком он перестал платить не смотря на то что стоимость дома находящегося в залоге превосходила в три раза сумму оставшейся задолженности в три раза банк подал иск в банк о взыскании с меня оставшийся суммы объясняя это тем что продажа дома долгая процедура несмотря на то что суд меня обязал заплатить банку дом все же остается в залоге у банка тем самым лишая меня возможности хоть каким то образом оказать давления на должников и вернуть свои деньги так что берите смело кредиты в россельхоз банке он вам поможет компенсировать часть кредита отъемом денег у поручителя а оставшуюся часть как нибудь выплатите все равно же меньше платить
1,Невозврат средств,здравствуйте у меня кредитная карта от россельхозбанка июля г в при совершении заправки топливом на сумму руб на азс газпромнефть г приволжска произошел сбой и топливо не заправили на что сразу пришла смс от банка об отмене операции при повторной заправке все прошло успешно и пришла соответствующая смс со списанием руб через несколько дней из смс я узнаю что я превысила кредитный лимит и срочно должна пополнить карту на руб которые с меня списали за превышение лимита начинаю разбираться оказывается банк снял деньги два раза при обращении в банк мне сказали что неверно списанная сумма вернется автоматически в течении месяца прошло уже три денег нет писала в банк через личный кабинет результата ноль
н,Доверенность,обратился в отделение россельхозбанка в г новоуральске свердловской области для оформления доверенности на жену по распоряжению моими вкладами и счетами на срок лет сотрудник банка сообщила что для оформления доверенности необходимо присутствие человека на которого оформляется доверенность при этом срок доверенности не может превышать х лет получается находясь в банке я выхожу из юрисдикции рф и попадаю в какую то ведомственную юрисдикцию как известно доверенность есть односторонняя сделка присутствие и волеизлияние других лиц не требуется согласно п и ст гк рф появление полномочий указанных в доверенности у лица на имя которого она оформлена происходит в результате выдачи доверенности или передачи доверенности представляемым непосредственно третьему лицу банку ст гк не содержит ограничений на срок действия доверенности очень хочется чтобы в банке пересмотрели внутренние правила привели их в соответствие с законодательством рф и я смог бы оформить доверенность
н,Понижение процентной ставки,здравствуйте уважаемые сотрудники банка пишу вам не первый раз прошу оказать мне адресную помощь в качестве снижения процентной ставки по действующему ипотечному кредиту в связи со сложной финансовой ситуацией и маловероятном улучшении этой ситуации я два раза продавала документы по программе помощи ипотечным заемщикам где второй раз закончились средства вы мне предоставляли ипотечные каникулы на время ожидания решения после чего у меня еще больше увеличилась сумма платежа так же я продавала заявление на понижение процентной ставки в отделении подольск где сотрудник сообщил об отказе прошу еще раз рассмотреть мое заявление поданное ранее я многодетная мама пожалуйста пойдите мне на встречу кредитный договор от июля
1,Ценизм = списание платы за выпуск карты ! Со счёта уже закрытой карты!,г в личном кабинете мб оставил заявку на выпуск дебетовой карты хозяина получил отказ но далее о чудо или косяк банка банк выпустил карту и статус моей заявки стал одобрено но я то как клиент передумал решил отказаться но оказалось надо идти в офис иду заявляю об отказе операционист настаивает в получении с её слов вы получите не активируйте сдайте её и закроем в лк статус карты закрыта далее чудеса в решете через сбп на карту мир пенсионная я из мкб отправляю рублей по номеру телефона а банк берёт и зачиляет эти рублей на счёт закрытой дебетовой карты хозяина и списывет рублей как плату за выпуск с закрытой не активированной карты настоятельно рекомендую вернуть рублей на карту мир пенсионная
1,Некачественное обслуживание,здравствуйте хочу оставить отзыв об обслуживании в банке россельхозбанк сталкиваюсь напрямую с этим банком впервые пошла туда по причине рефинансирования перед этим проконсультировалась по телефону в контактном центре и собрав все документы г я отправилась в отделение банка которое находиться по адресу г новосибирск ул блюхера приняли меня очень быстро в течении минут но первое впечатление сложилось что сотрудники меня отговаривают и с неохотой принимают документы мало того они не знают как выглядит справка о доходах сотрудник стал меня уверять что она устарела следующий момент я была конечно удивлена что в контактном центре и в отделении информация о кредитовании и подготовке документов существенно отличается и когда я об этом сказала сотруднику мне ответили что это москвичи якобы для привлечения клиентов это нормально то есть ваши сотрудники позвонили дали ложную информацию я в свою очередь собираю все справки документы иду в банк чтобы подать заявку мне говорят что кредит нельзя рефинансировать если он взят менее года назад сотрудник принял документы с большой неохотой и спустя недели никто не удосужился перезвонить сообщить результат даже если он отрицательный я конечно не знаю может в вашем банке клиентов очень много если вы так относитесь но сама больше никогда не обращусь и не посоветую знакомым за работу вам очень жаль что организация выбрала вас для зарплатного проекта
1,"Не могут доставить карту в отделение, не могут назвать срок когда доставят наконец",октября заказал в интернет банке карту хозяин через дня появилась информация в интернет банке что карта выпущена позвонил узнать когда доставят карту в отделение мне ответили что сроков доставки нет не могут сказать когда доставят прошло уже дней вы на поезде с камчатки карту в москву везете что ли не пойму я никак когда доставите карту в отделение на м сходненская
1,Досудебное обращение,г в рф ао россельхозбанк д о кемеровский оформил кредит получил от банка тысяч рублей далее обнаружил в кредитном договоре страхование от несчастных случаев и болезней через банк обратился в страховую компанию об аннулировании договора страхования т к с г являюсь инвалидом г страховая компания вернула на мой счет рубль копеек а сумму рублей копеек плата за сбор обработку и техническую передачу информации о заемщике связанную с распространением на заемщика условий программы страхования банк мне не возвращает считаю эти действия не правомерными поскольку в договоре указано что при досрочном прекращении или по моему желанию возврат мне страховой платы не производиться в моем случае не досрочно прекращен договор не мог вступить в силу прошу разобраться в данной ситуации
1,Обман сотрудником банка,получил вызов на телефонный номер ответив услышал что звонит девушка с россельхозбанка которая сообщила что бы я пришел в отделение офиса для получения подарка в окошко без очереди так как времени свободного почти нет сказал девушка если это финансовые услуги карты и т д я не приду девушка четка сказала это не карта когда придете увидите что это тем самым заинтриговав меня после обеда поехал по указанному адресу подошел к нужному окну сказал что меня пригласили для получения подарка оператор уточнив фио сообщила у нас для вас есть подарок и это карта считаю это наглый обман меня сотрудником банка прошу закрыть все карты которые вы открыли а их две так как я не просил их открывать и они мне не нужны
1,"Не возможно дозвониться в контакт центр, клиенты банку не нужны",сегодня весь день звоню в контакт цент банка и контакт центр московского филиала после выбора темы нужного вопроса в контакт центре выдаёт время ожидания более минут прождав минут и больше опять тоже не продвигаешься а в контакт центре филиала после выбора темы звонка долго ждёшь ответа потом система сбрасывает звонок а с нужным отделением банка можно связаться только через контакт центр который не работает обратный звонок по телефону контакт центра предлагается более чем через сутки а заказанный обратный звонок на сайте банка никто не выполнил не знаю как для потенциальных клиентов но с темой вопроса для действующего клиента связаться с банком нельзя раз клиенты не нужны будем уходить
1,"Две недели жду разблокировки карт, после операции за рубежом",сентября года я совершила мелкую покупку по своей карте рсхб находясь за рубежом в тот же день я прилетела домой в москву и по другой своей карте рсхб совершила оплату в метро после чего через час все мои карты и счета в рсхб были заблокированы я обратилась на горячую линию банка и в ближайший офис на ленинградском проспекте где мне сказали что это из за операции покупки в разных странах произошла блокировка для решения вопроса посоветовали обратиться в главный офис банка в москве на ом красногвардейском проезде октября я лично посетила этот офис объяснила что всё в порядке данные карты не скомпрометированный оплату совершала я предоставила банку скопировать карты лицевую часть паспорт и написала заявление на разблокировку после этого мне пообещали что завтра октября карты разблокируют но этого не произошло послезавтра октября мне позвонила сотрудница банка и снова уточнила все те вопросы на которые я уже ответила и сказала что карту вот вот разблокируют сегодня идёт день с момента блокировки карты по прежнему заблокированы с моими деньгами из за такой мелочи я не могу ими пользоваться а банк не занимается моим вопросом
5,Поздравляю с праздником!,пользуясь случаем хочу поздравить сотрудников рсхб с днём работника сельского хозяйства отрадно что в нашей стране действуют социальные лифты позволяющие человеку от сохи занять достойное место в офисе банка на площади имени самого карла маркса ранняя профессиональная ориентация достижение социализма оказалась востребована и в наше время теперь мы имеем хитрована менеджера не только не забывшего науку торга на ярманке но и с успехом применяющего те же подходы в новой среде обитания
1,Беспредел!,задала в теме вопрос ответ неудобные вопросы банку г сегодня в воскресенье потратила время сходила в отделение и пополнила карту через банкомат для перевода денег между своими счетами дома хотела зайти в инет банк но не тут то было моя учётная запись оказалась вдруг заблокированной и предписывается идти в отделение банка для разборок это ли не издевательство над клиетом расцениваю это как месть со стороны банка за неудобные вопросы на этом ресурсе полный беспредел вот не критиковала бы банк так и не имела бы проблем сейчас так что ли я в шоке от этого банка
1,Повышен процент ипотечного кредита,я супрун и а г заключил договор ипотечного страхования и предоставил его в отделение россельхозбанка не смотря на это ставка по ипотечному кредитованию была увеличена и из за этого допущена просрочка платежа на увеличенную сумму прошу вас разобраться и пересмотреть процент по ипотечному кредитованию до изначального
1,История с банком,а история случилась такая была карта кредитная которой пользовался довольно долго закончилась кредитные средства не тронуты на момент закрытия карты банк выпустил мне новую и прислал смс о том что он с меня списал руб за обслуживание карты которую я еще даже и не забирал из банка и не активировал и потом народный банк начал начислять по ней проценты пени я ездил в банк и написал заявление что карту забирать и активировать не буду и что бы они закрыли и сами разбирались со своими комиссиями за обслуживание карты и пенями которые начислили неправомерно зная что мир не без м фото заявления предусмотрительно сделал сейчас смотрел выписку из бки эти у испортили мне идеальную кредитную историю начали просрочки фиксировать по задолженности сапорт банка рекомендую очень быстро закрыть вопрос и удалить все записи которые вы сделали мне в ки по всем бки ибо после нажатия кнопки отправить занимаюсь написанием и отправкой запроса в цб и лично господину листову так что порадуйте вашего босса отчитавшись что все уже разрулили и клиент остался доволен факт списания за обслуживание карты которую я не забирал заявление о закрытии отношений с банком
1,"Проблемы с получением ""Дебетовая Карта хозяина""",добрый день являюсь клиентом рсхб пытаюсь оформить дебетовую карту дебетовая карта хозяина через иб пробовал дважды дважды получал отказ с причина отказа отказ в исполнении распоряжения обращался лично в операционный офис ао россельхозбанк г воронеж ул кольцовская сотрудницы пояснили что данный тип карт в их отделении не выдается обращался лично в операционный офис ао россельхозбанк г воронеж ленинский проспект сотрудница сообщила что у них нет распоряжения о выдаче данного вида карты я не могу получить карту из за некомпетентности сотрудников или миллионный город попал в список исключений
